id,title_ja,title_kana,title_romaji,title_en,aliases,media_type,release_start,release_end,episode_count,runtime_min,series_id,season_number,genres,tags,target_demographic,setting,era,themes,original_type,original_title,original_author,original_artist,original_publisher,original_label,original_magazine,original_platform,animation_studio,co_animation_studio,animation_cooperation,production_name,production_committee,production_members,production_lead_company,planning,executive_producers,producers,animation_producers,line_producers,director,chief_director,series_composition,character_original_design,character_design,music,sound_director,staff,characters,opening_themes,ending_themes,insert_songs,music_production,soundtrack_label,broadcast_networks,broadcast_slots,streaming_services,film_distributor,theatrical_release_date,relations,episodes,episode_staff,awards,synopsis,image_url,official_url,official_x,official_youtube,official_other,external_ids,updated_at
A00000091,逮捕しちゃうぞ,,,,,OVA,,,,,S10254b33565f8aea9eda330170f0a48ad30ccecb44328d9e5e4ec264d80cfdc9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::9fcc2ba591bb6934520c067f1fa94454f5a98742723d3f16c5c64c450fca282f,2026-09-12
A00000092,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった...X,,,,,TV,,,,,S7e5c25fa8522a0f8860388a900d2561ea1f01d4e395501277772d476809d0bd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::b605dfa0039e42441eb1c0474794a34119370d811ce3e7655f0ac0014386e5cf,2026-09-12
A00000093,境界戦機,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::69c751c66952a0255517f39a7f21e5e2b90915b9af379d30944e521f01443092,2026-09-12
A00000094,永遠の831,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::c179ef6cf45d20c389f2c39e087c69639af50d4bda358769136c66f84cada09e,2026-09-12
A00000095,宇宙の法-エローヒム編-,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-10-08,,,,,,,,,,,discovery-key::7d8e1126f476a458e4400c3bf4ffe978f47f54924489f8542055a1b76ffbe761,2026-09-12
A00000096,まちカドまぞく,,,,,TV,,,,,Sfb66545e45ec0bcc3bfdcf08f59dec8c6b2e54caad871bcafbb245a26b7df7bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::69e687180c36116f745c9490a2767d8b560e6657844b4154cc87178889c48136,2026-09-12
A00000097,まちカドまぞく 2丁目,,,,,TV,,,,,Sfb66545e45ec0bcc3bfdcf08f59dec8c6b2e54caad871bcafbb245a26b7df7bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::18432b986e80530beb3fbb94be77d89c36a3f63b780ee396bc31c0627ff4cdf5,2026-09-12
A00000098,ジャム・ザ・ハウスネイル,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::9a2d6e1224aa08d726e9d3fe96b72e0539edcd2ec7daa036c9dcacfc69da9cdd,2026-09-12
A00000099,異世界魔王と召喚少女の奴隷魔術,,,,,TV,,,,,S54d90530b45bcabe7b4b4f3a9f76ac0f49c222bc3f3a7da8736eb5a3222b1402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::c134cc15e2c3cc994c4d17145910b43f5cc85b91c1baa9f0f38e504490b701d4,2026-09-12
A00000100,ニャッキ!,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::fadf87a74dc5940349148d14009cec5a95613fad720772aa9e482971cc2dac7e,2026-09-12
A00000101,青のオーケストラ,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::b85b299c4adbf5fdf812b639209647a210a1014461b5be925605af3509911ffb,2026-09-12
A00000102,モブサイコ100 II,,,,,TV,,,,,Sd4fefd70ce8253cf45f514c4a1b11e43d86eba2b4bb3b6252d9e7c963d063c54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::968dddc128a27dc62f03f24f1ec37ab1bdda251db4f5be8fdc0f70a2f5c8f1dd,2026-09-12
A00000103,モブサイコ100 III,,,,,TV,,,,,Sd4fefd70ce8253cf45f514c4a1b11e43d86eba2b4bb3b6252d9e7c963d063c54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::82728b50d53c6406d210c80be4bdfa391cfec32d17e798ced1e589de32af1273,2026-09-12
A00000104,痛いのは嫌なので防御力に極振りしたいと思います。,,,,,TV,,,,,Sda2c91f38550ae964e09fe050702cf8bee88dee9fea2f64dd00c72658092e142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::2d5716a2423816f435c315513cbbf8cf45efc5cb56f4bd3c7adc3b26370be260,2026-09-12
A00000105,痛いのは嫌なので防御力に極振りしたいと思います。2,,,,,TV,,,,,Sda2c91f38550ae964e09fe050702cf8bee88dee9fea2f64dd00c72658092e142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::54abe63c51206d74835bbcc92a57e525562050e70c6fac1027f15188a4660ca0,2026-09-12
A00000106,くまクマ熊ベアー,,,,,TV,,,,,Sa25ca969b2e95be0fdb4ad84c6b054542603eaf893dd34890920a4bd09005bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::f84d548a082d0d49e2e065012159e0b2640a88059db0b835190c2b5194ef8eaf,2026-09-12
A00000107,くまクマ熊ベアーぱーんち!,,,,,TV,,,,,Sa25ca969b2e95be0fdb4ad84c6b054542603eaf893dd34890920a4bd09005bad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::5b1d4e5a08f23118652476640a64eb42c50e9a53d0cd4c4f19d0a596ed8d6492,2026-09-12
A00000108,トニカクカワイイ(シーズン2),,,,,TV,,,,,S3acc2546e7ae13d45a8c01e0085baf8c05ee7833ff2bc3027cbeec4ea52e92f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::96bf21f8e6169d572ba4fcc50e21edccc7e9266f109b369868f8e0623a43da7c,2026-09-12
A00000109,映画 ギヴン,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::377acf550ce80a1a79288e609151e1c100da3f7e6537f2630fbd2bac35f17b55,2026-09-12
A00000110,映画 プリキュアオールスターズF,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::1df4f2133370b9fabb9510a2f8c1ce356ccfc839dbfb09b1af9bda767ec53416,2026-09-12
A00000111,Dr.STONE 龍水,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::e33083675092abd53a16fbad63ba9f0af67c2dcbf0402600b0cb77717e87eb0c,2026-09-12
A00000112,Dr.STONE NEW WORLD,,,,,TV,,,,,Sff51696cea1c38107a8f9f0eeedb1ecdc4da7f6f799040c170c1605edbf5c770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::ec1cee6f4052ea343635bc0166d595aa38b9ac1e73d13f2049033ddb771a08ff,2026-09-12
A00000113,ONE PIECE,,,,,MOVIE,,,,,S3945502f37b280845168323632d7b1a9708fb6e9de8fd7d51bb1eea0ad7c2d46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::476e42f1152a32f2e5333664647c5fb8cdf8240d90dd803b02fb8bcdd9802356,2026-09-12
A00000114,わんだふるぷりきゅあ!,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::3149b5482681a45ac66ed88d80e69e8d6579d9bd6dd6c448f09b3862d1d6b89a,2026-09-12
A00000115,名探偵コナン vs. 怪盗キッド,,,,,MOVIE,,,,,S620b6beaf261a36a5e827a14a0911916a016769c4531aece98ac0cc86befab93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-01-05,,,,,,,,,,,discovery-key::900fd337a96c7a87ab45ef253091b93e66786d855c9f179c6c7ffcf005491e31,2026-09-12
A00000116,リトルバスターズ!,,,,,TV,,,,,Sf15c1e6f931a8b15c2eda1d1af359d77886b188a5af306791eef2aca173fd49c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::e05b3b68fcb025fa3f5064f002e5bdcc62cb4d42d4d3e4419aa4fbf7df6911cb,2026-09-12
A00000117,映画 ギヴン 柊mix,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::ae324448bb65d1184a9469bbcdc33633734f85a365eca266c149f38fccd003d9,2026-09-12
A00000118,Dr.STONE SCIENCE FUTURE,,,,,TV,,,,,Sff51696cea1c38107a8f9f0eeedb1ecdc4da7f6f799040c170c1605edbf5c770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::37c20c281430dbb0b99eceb9dd2e7a94e26b3856a751627fbc2787f7a5be1e56,2026-09-12
A00000119,劇場版 Free!-the Final Stroke- 前編,,,,,MOVIE,,,,,Sed486a0bdea63aad4e44628a3a847c0d518e1cfa8ba05d60babae596d35fdd7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::6c9cfedc89c7c7ba6c161c1c961c17f2852b6dc0f0be5e44225ea81bd874883c,2026-09-12
A00000120,恋するワンピース,,,,,ONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::d56f3aacef9868e4415c305916819933d3670f9cc4f91072c8888b83c8c51102,2026-09-12
A00000121,New PANTY&STOCKING with GARTERBELT,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::630d4bb2eac56145c76ddba6b57012a1268af7af776d29a1c94af0bb4e6ae0e5,2026-09-12
A00000122,大室家 dear friends,,,,,MOVIE,,,,,S75d3d3ab0721467f8ce5c63e0156df8ac0727c0da69e5284e2d108f332458a32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-06-21,,,,,,,,,,,discovery-key::ddb0fd0c5c1342301893bcf82a44ed10db299727b36a3dd86a0a64e35e80a2bf,2026-09-12
A00000123,攻殻機動隊ARISE,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::806b2d7d4ddf0a2616a97ce47b8ac4f3fafa1c564252069abc074a255ea06a74,2026-09-12
A00000124,境界戦機 極鋼ノ装鬼,,,,,ONA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::05694f78ecb231fa641206796c20e5548fd78dc0e316ff3fdfa23bb39259f8b7,2026-09-12
A00000125,劇場版 Free!-Timeless Medley- 絆,,,,,MOVIE,,,,,S90410a882115b265c5336b3fc9d7aa3f614c9cb210d9aebfcde1a859669d879b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::49147886a08f42b656062547548a52c6a921b35ee35ecb758d3d0696ebcd7450,2026-09-12
A00000126,Lostorage conflated WIXOSS,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::2860aa79ebdb3f77da2c9b27966108b55fc03390737728c8923a5a3568990990,2026-09-12
A00000127,ばなにゃ,,,,,TV,,,,,S1f245e9cb52ea8259033814843c62e58850ed368586b0fa6a03e0a8bba301ec7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::2f8c3f55e1bec928711d5e1db09c6cbc819872faa4106e8050fe300d53b079ad,2026-09-12
A00000128,PUI PUI モルカー,,,,,TV,,,,,S29ac02d071356f1012aa7cc92d176cd0b818ad08fa8da7e11eca358c92fff5e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::867fb68c40c52313e8928d264a5b1d1ace8a1e867eeeb5df730e41c3fb6df345,2026-09-12
A00000129,PUI PUI モルカー DRIVING SCHOOL,,,,,TV,,,,,S29ac02d071356f1012aa7cc92d176cd0b818ad08fa8da7e11eca358c92fff5e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::6c29101aca26c0c6a87431ad56f6092d8a52cedaba08e65eed90283f8a5a33a4,2026-09-12
A00000130,大室家 dear sisters,,,,,MOVIE,,,,,S75d3d3ab0721467f8ce5c63e0156df8ac0727c0da69e5284e2d108f332458a32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-02,,,,,,,,,,,discovery-key::7b2b1e6dbd0664fbf1e3d7c2426eedb0582c790877ccf09b91a519e82e7a7cf2,2026-09-12
A00000131,名探偵プリキュア!,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::38bfe9491e40e8759c7ec8ca46665e3c65f3c44b1c9026f889a42cb4a2e02bae,2026-09-12
A00000132,ちみも,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::48af6d2f849f40dea0a12dea1541ff3caf2a9d20df106de4e23354323efe233a,2026-09-12
A00000133,PUI PUI モルカー ザ・ムービー MOLMAX,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::e613ae5578dfc0be8db2ffc637d320d3ea294315fefc721dfe00884b768b2b3e,2026-09-12
A00000134,ユメミル、アニメ「onちゃん」,,,,,TV,,,,,S07eba8d5069d820b8049d7d85d24be926916361d46633b961051c798d90aa00e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::a9d00ba023c7b5ce09bbd7794c2fc69c5c99edb97f75ef4c7a05c109e876cd66,2026-09-12
A00000135,あんさんぶるスターズ!,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::f1e2952130ed9367ad96fed9e9ebf36f65cbf9f549f6cd317dca22eb6fb5ea16,2026-09-12
A00000136,あんさんぶるスターズ!!-Road to Show!!-,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-03-04,,,,,,,,,,,discovery-key::5ee27169fd7e28d8032a20953ed8da75d754d54ce5649bf437b9127742f26d69,2026-09-12
A00000137,世紀末オカルト学院,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::c81a3c93e81b765fe739c919f8373e45611367586d36edf2b3c77f4720cde1f3,2026-09-12
A00000138,劇場版 魔法少女まどか☆マギカ[新編]叛逆の物語,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-10-26,,,,,,,,,,,discovery-key::170f54e763d6ecbe34ca0545a66ecf0a7989e1c4823027d41b0512696979ce2a,2026-09-12
A00000139,けいおん!!,,,,,TV,,,,,S7591703b7c3feb1ffa7873dd018244a49a9601e9bb269afbb1d61b877ba0392c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::839bba5479846b2100a1a78e6be0ffe908177d75c22b334a66761c1952d34a61,2026-09-12
A00000140,やはり俺の青春ラブコメはまちがっている。,,,,,TV,,,,,Sb3bac1d444678808395365f66eae73451803c0a9523fd73d071a50756dfaa272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::bc129ac8d25001a067a24295841bffa3bb9e36d3297476014b24020efd1294d8,2026-09-12
A00000141,メガゾーン23,,,,,OVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::7d2c3414e7cd30020af676013a3bf0f8ddee5051b4a966152a6d6cd0912815e1,2026-09-12
A00000142,SHIROBAKO,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::92132feb3a9307a5aea057e3223634a33cbde79836ae28ec0368029b1c24a397,2026-09-12
A00000143,機動警察パトレイバー,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::beceb6c1e74bfd39f5fb5bb2ec535e11ed66e2775e673d7a0e572e880b5fdd70,2026-09-12
A00000144,攻殻機動隊 新劇場版,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::7f245baaed1876fb31eae677a309a04bf83d6abdc690768064a64ff08666624e,2026-09-12
A00000145,ワンパンマン,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::c401ea52f36c087971383b01f8f473e6e291bccd872b9e6f671f5b97ee710303,2026-09-12
A00000146,進撃の巨人,,,,,TV,,,,,S0d65b7ed2da6aa7079332f8e0551bdda854275062e55af9c7aefd44e168df464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::2de30bcb28ced232e6b49e2546b8661bb8918587f25fb9d0916e1108012b57b4,2026-09-12
A00000147,交響詩篇エウレカセブン ハイエボリューション1,,,,,MOVIE,,,,,S57814b5ba2e71b9f87c7fa425bf7dfeb16c676e71f0f874b1c308782dda2be4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::e8926b550e25eb42a67316c98978f2a22cfc724aa2605baa040424bc73bc3994,2026-09-12
A00000148,ANEMONE/交響詩篇エウレカセブン ハイエボリューション,,,,,MOVIE,,,,,S57814b5ba2e71b9f87c7fa425bf7dfeb16c676e71f0f874b1c308782dda2be4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::4d912a6e8865c6233fc1289f10aac5aad8f2c15b22fcf0ef5128968fa543d976,2026-09-12
A00000149,エウレカセブンAO,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::10f35b1a3fbba483c9b0d9dcf5d48c85240dfd325217b120360274f49afd27bd,2026-09-12
A00000150,EUREKA/交響詩篇エウレカセブン ハイエボリューション,,,,,MOVIE,,,,,S57814b5ba2e71b9f87c7fa425bf7dfeb16c676e71f0f874b1c308782dda2be4e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::64e510605bf19d890c66da8b7cf93376cffacd281eb11459368c5af59b01c2fd,2026-09-12
A00000151,エンジェルブレイド,,,,,OVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::e1764c905143a9e416bfb91de8802067ddd896c81e88acb55a4cd24fc76776ef,2026-09-12
A00000152,ああっ女神さまっ,,,,,TV,,,,,Sfbec06173c1c5b5839b88d40128dffe4ade4b2043a0b43921bc5e9a395f640f4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::f680f7fef7e1eaa1afa657a032b049fd0bba1ae2f8e27d81ad8f05d33d15df99,2026-09-12
A00000153,美男高校地球防衛部HAPPY KISS!,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::88ac9323f3b2b35de7813baa32be37fe8febcd4df4ff7188a3e1e6875efc5bd6,2026-09-12
A00000154,宝石の国,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::26aaed17784545d07118c7837911a1cb8594c1741e8bcbc1523cd79fd9bcfcc8,2026-09-12
A00000155,名探偵コナン,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::d839da7e79e47f934dededb6764f7d9c5b6835e29ee1c5c36fa92523503dfe43,2026-09-12
A00000156,特別版 Free!-Take Your Marks-,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::39e7ceeb6e3a7b318a2ceaa4da4999df513ebcfd1257b3c6ea8bf093b6bcdedb,2026-09-12
A00000157,ゴールデンカムイ,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::e07cb507c4ea1313738427e1b751e734b95e3dd5744e54c24231aea629b95189,2026-09-12
A00000158,ソードアート・オンライン,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::4b5b4cfa62c1e8d95a8b69030fee9bcbf07efd1256d9bd81b3d74b5e7bdccd3a,2026-09-12
A00000159,プリンセスコネクト!Re:Dive,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::8338b4bcf5cade39b33004167cd5a113f034b0db0fe60c3d44b5a234e1223822,2026-09-12
A00000160,虚構推理,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::7912e3b0ea148d8cc9d0c3539ef0f4f43d31ded7a50bd890ce5fc8fa6c6c5ce8,2026-09-12
A00000161,BEASTARS,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::16478cd47416cd630bf99ce8b23291fad1ac106375e944e805f9c3c12a20f201,2026-09-12
A00000162,ぐらんぶる,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::b2debe7a5170cf7288876c6a2d11995f285a3769b18c5ffda1ad3028dcabdcb3,2026-09-12
A00000163,映画ドラえもん のび太の新恐竜,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::06eabdff32dd67dfdb987e3936793a6db6cc8f1f790433ea03dcb6707d85bf06,2026-09-12
A00000164,へやキャン△,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::a29450eb717af431f3f85639a0f9f14d697e54b426f97fc17ef8dac990994e21,2026-09-12
A00000165,トリニティセブン,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::10b7a1b0213f80233ccd78bc22feedc12067169b1fd85c49f98134d686df1028,2026-09-12
A00000166,モブサイコ100,,,,,TV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::ab2a2b0289fa77a07e09fbabc2a0ca6ad066c37f39883330412ce8071c7039bf,2026-09-12
A00000167,空の青さを知る人よ,,,,,MOVIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::6e554b8796eff8b82f089cf54860f1d3cbc46690d81decdff1bc1002342fb308,2026-09-12
A00000168,五等分の花嫁,,,,,TV,,,,,S51e6ee718473289191be0846d4e418d74f9f65a464ff00ea8adfcf7cfcbe8ed2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discovery-key::3888cc803dda0ab31765ed9269bd617baf5e163995f0146818d5e9cdc65d401d,2026-09-12
